"﻿AirportID";"Name";"City";"Country";"IATA";"ICAO";"Latitude";"Longitude";"Altitude"
1;"Goroka Airport";"Goroka";"Papua New Guinea";"GKA";"AYGA";-6.08169;145.392;5282
2;"Madang Airport";"Madang";"Papua New Guinea";"MAG";"AYMD";-5.20708;145.789;20
3;"Mount Hagen Kagamuga Airport";"Mount Hagen";"Papua New Guinea";"HGU";"AYMH";-5.82679;144.296;5388
4;"Nadzab Airport";"Nadzab";"Papua New Guinea";"LAE";"AYNZ";-6.5698;146.726;239
5;"Port Moresby Jacksons International Airport";"Port Moresby";"Papua New Guinea";"POM";"AYPY";-9.44338;147.22;146
6;"Wewak International Airport";"Wewak";"Papua New Guinea";"WWK";"AYWK";-3.58383;143.669;19
7;"Narsarsuaq Airport";"Narssarssuaq";"Greenland";"UAK";"BGBW";61.1605;-45.426;112
8;"Godthaab / Nuuk Airport";"Godthaab";"Greenland";"GOH";"BGGH";64.1909;-51.6781;283
9;"Kangerlussuaq Airport";"Sondrestrom";"Greenland";"SFJ";"BGSF";67.0122;-50.7116;165
10;"Thule Air Base";"Thule";"Greenland";"THU";"BGTL";76.5312;-68.7032;251
11;"Akureyri Airport";"Akureyri";"Iceland";"AEY";"BIAR";65.66;-18.0727;6
12;"Egilsstaðir Airport";"Egilsstadir";"Iceland";"EGS";"BIEG";65.2833;-14.4014;76
13;"Hornafjörður Airport";"Hofn";"Iceland";"HFN";"BIHN";64.2956;-15.2272;24
14;"Húsavík Airport";"Husavik";"Iceland";"HZK";"BIHU";65.9523;-17.426;48
15;"Ísafjörður Airport";"Isafjordur";"Iceland";"IFJ";"BIIS";66.0581;-23.1353;8
16;"Keflavik International Airport";"Keflavik";"Iceland";"KEF";"BIKF";63.985;-22.6056;171
17;"Patreksfjörður Airport";"Patreksfjordur";"Iceland";"PFJ";"BIPA";65.5558;-23.965;11
18;"Reykjavik Airport";"Reykjavik";"Iceland";"RKV";"BIRK";64.13;-21.9406;48
19;"Siglufjörður Airport";"Siglufjordur";"Iceland";"SIJ";"BISI";66.1333;-18.9167;10
20;"Vestmannaeyjar Airport";"Vestmannaeyjar";"Iceland";"VEY";"BIVM";63.4243;-20.2789;326
21;"Sault Ste Marie Airport";"Sault Sainte Marie";"Canada";"YAM";"CYAM";46.485;-84.5094;630
22;"Winnipeg / St. Andrews Airport";"Winnipeg";"Canada";"YAV";"CYAV";50.0564;-97.0325;760
23;"Halifax / CFB Shearwater Heliport";"Halifax";"Canada";"YAW";"CYAW";44.6397;-63.4994;144
24;"St. Anthony Airport";"St. Anthony";"Canada";"YAY";"CYAY";51.3919;-56.0831;108
25;"Tofino / Long Beach Airport";"Tofino";"Canada";"YAZ";"CYAZ";49.0798;-125.776;80
26;"Kugaaruk Airport";"Pelly Bay";"Canada";"YBB";"CYBB";68.5344;-89.8081;56
27;"Baie Comeau Airport";"Baie Comeau";"Canada";"YBC";"CYBC";49.1325;-68.2044;71
28;"CFB Bagotville";"Bagotville";"Canada";"YBG";"CYBG";48.3306;-70.9964;522
29;"Baker Lake Airport";"Baker Lake";"Canada";"YBK";"CYBK";64.2989;-96.0778;59
30;"Campbell River Airport";"Campbell River";"Canada";"YBL";"CYBL";49.9508;-125.271;346
31;"Brandon Municipal Airport";"Brandon";"Canada";"YBR";"CYBR";49.91;-99.9519;1343
32;"Cambridge Bay Airport";"Cambridge Bay";"Canada";"YCB";"CYCB";69.1081;-105.138;90
33;"Nanaimo Airport";"Nanaimo";"Canada";"YCD";"CYCD";49.055;-123.87;92
34;"Castlegar/West Kootenay Regional Airport";"Castlegar";"Canada";"YCG";"CYCG";49.2964;-117.632;1624
35;"Miramichi Airport";"Chatham";"Canada";"YCH";"CYCH";47.0078;-65.4492;108
36;"Charlo Airport";"Charlo";"Canada";"YCL";"CYCL";47.9908;-66.3303;132
37;"Kugluktuk Airport";"Coppermine";"Canada";"YCO";"CYCO";67.8167;-115.144;74
38;"Coronation Airport";"Coronation";"Canada";"YCT";"CYCT";52.075;-111.445;2595
39;"Chilliwack Airport";"Chilliwack";"Canada";"YCW";"CYCW";49.1528;-121.939;32
40;"Clyde River Airport";"Clyde River";"Canada";"YCY";"CYCY";70.4861;-68.5167;87
41;"Coral Harbour Airport";"Coral Harbour";"Canada";"YZS";"CYZS";64.1933;-83.3594;210
42;"Dawson City Airport";"Dawson";"Canada";"YDA";"CYDA";64.0431;-139.128;1215
43;"Burwash Airport";"Burwash";"Canada";"YDB";"CYDB";61.3711;-139.041;2647
44;"Princeton Airport";"Princeton";"Canada";"YDC";"CYDC";49.4681;-120.511;2298
45;"Deer Lake Airport";"Deer Lake";"Canada";"YDF";"CYDF";49.2108;-57.3914;72
46;"Dease Lake Airport";"Dease Lake";"Canada";"YDL";"CYDL";58.4222;-130.032;2600
47;"Dauphin Barker Airport";"Dauphin";"Canada";"YDN";"CYDN";51.1008;-100.052;999
48;"Dawson Creek Airport";"Dawson Creek";"Canada";"YDQ";"CYDQ";55.7423;-120.183;2148
49;"Edmonton International Airport";"Edmonton";"Canada";"YEG";"CYEG";53.3097;-113.58;2373
50;"Arviat Airport";"Eskimo Point";"Canada";"YEK";"CYEK";61.0942;-94.0708;32
51;"Estevan Airport";"Estevan";"Canada";"YEN";"CYEN";49.2103;-102.966;1905
52;"Edson Airport";"Edson";"Canada";"YET";"CYET";53.5789;-116.465;3043
53;"Eureka Airport";"Eureka";"Canada";"YEU";"CYEU";79.9947;-85.8142;256
54;"Inuvik Mike Zubko Airport";"Inuvik";"Canada";"YEV";"CYEV";68.3042;-133.483;224
55;"Iqaluit Airport";"Iqaluit";"Canada";"YFB";"CYFB";63.7564;-68.5558;110
56;"Fredericton Airport";"Fredericton";"Canada";"YFC";"CYFC";45.8689;-66.5372;68
57;"Forestville Airport";"Forestville";"Canada";"\N";"CYFE";48.7461;-69.0972;293
58;"Flin Flon Airport";"Flin Flon";"Canada";"YFO";"CYFO";54.6781;-101.682;997
59;"Fort Resolution Airport";"Fort Resolution";"Canada";"YFR";"CYFR";61.1808;-113.69;526
60;"Fort Simpson Airport";"Fort Simpson";"Canada";"YFS";"CYFS";61.7602;-121.237;555
61;"Kingston Norman Rogers Airport";"Kingston";"Canada";"YGK";"CYGK";44.2253;-76.5969;305
62;"La Grande Rivière Airport";"La Grande Riviere";"Canada";"YGL";"CYGL";53.6253;-77.7042;639
63;"Gaspé (Michel-Pouliot) Airport";"Gaspe";"Canada";"YGP";"CYGP";48.7753;-64.4786;112
64;"Geraldton Greenstone Regional Airport";"Geraldton";"Canada";"YGQ";"CYGQ";49.7783;-86.9394;1144
65;"Îles-de-la-Madeleine Airport";"Iles De La Madeleine";"Canada";"YGR";"CYGR";47.4247;-61.7781;35
66;"Hudson Bay Airport";"Hudson Bay";"Canada";"YHB";"CYHB";52.8167;-102.311;1175
67;"Dryden Regional Airport";"Dryden";"Canada";"YHD";"CYHD";49.8317;-92.7442;1354
68;"Ulukhaktok Holman Airport";"Holman Island";"Canada";"YHI";"CYHI";70.7628;-117.806;117
69;"Gjoa Haven Airport";"Gjoa Haven";"Canada";"YHK";"CYHK";68.6356;-95.8497;152
70;"John C. Munro Hamilton International Airport";"Hamilton";"Canada";"YHM";"CYHM";43.1736;-79.935;780
71;"Montréal / Saint-Hubert Airport";"Montreal";"Canada";"YHU";"CYHU";45.5175;-73.4169;90
72;"Hay River / Merlyn Carter Airport";"Hay River";"Canada";"YHY";"CYHY";60.8397;-115.783;541
73;"Halifax / Stanfield International Airport";"Halifax";"Canada";"YHZ";"CYHZ";44.8808;-63.5086;477
74;"Atikokan Municipal Airport";"Atikokan";"Canada";"YIB";"CYIB";48.7739;-91.6386;1408
75;"Pond Inlet Airport";"Pond Inlet";"Canada";"YIO";"CYIO";72.6833;-77.9667;181
76;"St Jean Airport";"St. Jean";"Canada";"YJN";"CYJN";45.2944;-73.2811;136
77;"Stephenville Airport";"Stephenville";"Canada";"YJT";"CYJT";48.5442;-58.55;84
78;"Kamloops Airport";"Kamloops";"Canada";"YKA";"CYKA";50.7022;-120.444;1133
79;"Waterloo Airport";"Waterloo";"Canada";"YKF";"CYKF";43.4608;-80.3786;1055
80;"Schefferville Airport";"Schefferville";"Canada";"YKL";"CYKL";54.8053;-66.8053;1709
81;"Kindersley Airport";"Kindersley";"Canada";"YKY";"CYKY";51.5175;-109.181;2277
82;"Buttonville Municipal Airport";"Toronto";"Canada";"YKZ";"CYKZ";43.8622;-79.37;650
83;"Chapleau Airport";"Chapleau";"Canada";"YLD";"CYLD";47.82;-83.3467;1470
84;"Meadow Lake Airport";"Meadow Lake";"Canada";"YLJ";"CYLJ";54.1253;-108.523;1576
85;"Lloydminster Airport";"Lloydminster";"Canada";"YLL";"CYLL";53.3092;-110.073;2193
86;"Alert Airport";"Alert";"Canada";"YLT";"CYLT";82.5178;-62.2806;100
87;"Kelowna International Airport";"Kelowna";"Canada";"YLW";"CYLW";49.9561;-119.378;1421
88;"Mayo Airport";"Mayo";"Canada";"YMA";"CYMA";63.6164;-135.868;1653
89;"Moose Jaw Air Vice Marshal C. M. McEwen Airport";"Moose Jaw";"Canada";"YMJ";"CYMJ";50.3303;-105.559;1892
90;"Fort McMurray Airport";"Fort Mcmurray";"Canada";"YMM";"CYMM";56.6533;-111.222;1211
91;"Moosonee Airport";"Moosonee";"Canada";"YMO";"CYMO";51.2911;-80.6078;30
92;"Maniwaki Airport";"Maniwaki";"Canada";"YMW";"CYMW";46.2728;-75.9906;656
93;"Montreal International (Mirabel) Airport";"Montreal";"Canada";"YMX";"CYMX";45.6795;-74.0387;270
94;"Natashquan Airport";"Natashquan";"Canada";"YNA";"CYNA";50.19;-61.7892;39
95;"Ottawa / Gatineau Airport";"Gatineau";"Canada";"YND";"CYND";45.5217;-75.5636;211
96;"Matagami Airport";"Matagami";"Canada";"YNM";"CYNM";49.7617;-77.8028;918
97;"Old Crow Airport";"Old Crow";"Canada";"YOC";"CYOC";67.5706;-139.839;824
98;"CFB Cold Lake";"Cold Lake";"Canada";"YOD";"CYOD";54.405;-110.279;1775
99;"High Level Airport";"High Level";"Canada";"YOJ";"CYOJ";58.6214;-117.165;1110
100;"Ottawa Macdonald-Cartier International Airport";"Ottawa";"Canada";"YOW";"CYOW";45.3225;-75.6692;374
101;"Prince Albert Glass Field";"Prince Albert";"Canada";"YPA";"CYPA";53.2142;-105.673;1405
102;"Peace River Airport";"Peace River";"Canada";"YPE";"CYPE";56.2269;-117.447;1873
103;"Southport Airport";"Portage-la-prairie";"Canada";"YPG";"CYPG";49.9031;-98.2738;885
104;"Pitt Meadows Airport";"Pitt Meadows";"Canada";"\N";"CYPK";49.2161;-122.71;11
105;"Pickle Lake Airport";"Pickle Lake";"Canada";"YPL";"CYPL";51.4464;-90.2142;1267
106;"Port Menier Airport";"Port Menier";"Canada";"YPN";"CYPN";49.8364;-64.2886;167
107;"Peterborough Airport";"Peterborough";"Canada";"YPQ";"CYPQ";44.23;-78.3633;628
108;"Prince Rupert Airport";"Prince Pupert";"Canada";"YPR";"CYPR";54.2861;-130.445;116
109;"Fort Chipewyan Airport";"Fort Chipewyan";"Canada";"YPY";"CYPY";58.7672;-111.117;761
110;"Muskoka Airport";"Muskoka";"Canada";"YQA";"CYQA";44.9747;-79.3033;925
111;"Quebec Jean Lesage International Airport";"Quebec";"Canada";"YQB";"CYQB";46.7911;-71.3933;244
112;"Red Deer Regional Airport";"Red Deer Industrial";"Canada";"YQF";"CYQF";52.1822;-113.894;2968
113;"Windsor Airport";"Windsor";"Canada";"YQG";"CYQG";42.2756;-82.9556;622
114;"Watson Lake Airport";"Watson Lake";"Canada";"YQH";"CYQH";60.1164;-128.822;2255
115;"Kenora Airport";"Kenora";"Canada";"YQK";"CYQK";49.7883;-94.3631;1332
116;"Lethbridge County Airport";"Lethbridge";"Canada";"YQL";"CYQL";49.6303;-112.8;3048
117;"Greater Moncton International Airport";"Moncton";"Canada";"YQM";"CYQM";46.1122;-64.6786;232
119;"Comox Airport";"Comox";"Canada";"YQQ";"CYQQ";49.7108;-124.887;84
120;"Regina International Airport";"Regina";"Canada";"YQR";"CYQR";50.4319;-104.666;1894
121;"Thunder Bay Airport";"Thunder Bay";"Canada";"YQT";"CYQT";48.3719;-89.3239;653
122;"Grande Prairie Airport";"Grande Prairie";"Canada";"YQU";"CYQU";55.1797;-118.885;2195
123;"Yorkton Municipal Airport";"Yorkton";"Canada";"YQV";"CYQV";51.2647;-102.462;1635
124;"North Battleford Airport";"North Battleford";"Canada";"YQW";"CYQW";52.7692;-108.244;1799
125;"Gander International Airport";"Gander";"Canada";"YQX";"CYQX";48.9369;-54.5681;496
126;"Sydney / J.A. Douglas McCurdy Airport";"Sydney";"Canada";"YQY";"CYQY";46.1614;-60.0478;203
127;"Quesnel Airport";"Quesnel";"Canada";"YQZ";"CYQZ";53.0261;-122.51;1789
128;"Resolute Bay Airport";"Resolute";"Canada";"YRB";"CYRB";74.7169;-94.9694;215
129;"Rivière-du-Loup Airport";"Riviere Du Loup";"Canada";"YRI";"CYRI";47.7644;-69.5847;427
130;"Roberval Airport";"Roberval";"Canada";"YRJ";"CYRJ";48.52;-72.2656;586
131;"Rocky Mountain House Airport";"Rocky Mountain House";"Canada";"YRM";"CYRM";52.4297;-114.904;3244
132;"Rankin Inlet Airport";"Rankin Inlet";"Canada";"YRT";"CYRT";62.8114;-92.1158;94
133;"Sudbury Airport";"Sudbury";"Canada";"YSB";"CYSB";46.625;-80.7989;1141
134;"Sherbrooke Airport";"Sherbrooke";"Canada";"YSC";"CYSC";45.4386;-71.6914;792
135;"Saint John Airport";"St. John";"Canada";"YSJ";"CYSJ";45.3161;-65.8903;357
136;"Fort Smith Airport";"Fort Smith";"Canada";"YSM";"CYSM";60.0203;-111.962;671
137;"Nanisivik Airport";"Nanisivik";"Canada";"YSR";"CYSR";72.9822;-84.6136;2106
138;"Summerside Airport";"Summerside";"Canada";"YSU";"CYSU";46.4406;-63.8336;56
139;"Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport";"Sachs Harbour";"Canada";"YSY";"CYSY";71.9939;-125.243;282
140;"Cape Dorset Airport";"Cape Dorset";"Canada";"YTE";"CYTE";64.23;-76.5267;164
141;"Thompson Airport";"Thompson";"Canada";"YTH";"CYTH";55.8011;-97.8642;729
142;"CFB Trenton";"Trenton";"Canada";"YTR";"CYTR";44.1189;-77.5281;283
143;"Timmins/Victor M. Power";"Timmins";"Canada";"YTS";"CYTS";48.5697;-81.3767;967
144;"Billy Bishop Toronto City Centre Airport";"Toronto";"Canada";"YTZ";"CYTZ";43.6275;-79.3962;252
145;"Tuktoyaktuk Airport";"Tuktoyaktuk";"Canada";"YUB";"CYUB";69.4333;-133.026;15
146;"Montreal / Pierre Elliott Trudeau International Airport";"Montreal";"Canada";"YUL";"CYUL";45.4706;-73.7408;118
147;"Repulse Bay Airport";"Repulse Bay";"Canada";"YUT";"CYUT";66.5214;-86.2247;80
148;"Hall Beach Airport";"Hall Beach";"Canada";"YUX";"CYUX";68.7761;-81.2425;30
149;"Rouyn Noranda Airport";"Rouyn";"Canada";"YUY";"CYUY";48.2061;-78.8356;988
150;"La Ronge Airport";"La Ronge";"Canada";"YVC";"CYVC";55.1514;-105.262;1242
151;"Vermilion Airport";"Vermillion";"Canada";"YVG";"CYVG";53.3558;-110.824;2025
152;"Qikiqtarjuaq Airport";"Broughton Island";"Canada";"YVM";"CYVM";67.5458;-64.0314;21
153;"Val-d'Or Airport";"Val D'or";"Canada";"YVO";"CYVO";48.0533;-77.7828;1107
154;"Kuujjuaq Airport";"Quujjuaq";"Canada";"YVP";"CYVP";58.0961;-68.4269;129
155;"Norman Wells Airport";"Norman Wells";"Canada";"YVQ";"CYVQ";65.2816;-126.798;238
156;"Vancouver International Airport";"Vancouver";"Canada";"YVR";"CYVR";49.1939;-123.184;14
157;"Buffalo Narrows Airport";"Buffalo Narrows";"Canada";"YVT";"CYVT";55.8419;-108.418;1423
158;"Wiarton Airport";"Wiarton";"Canada";"YVV";"CYVV";44.7458;-81.1072;729
159;"Petawawa Airport";"Petawawa";"Canada";"YWA";"CYWA";45.9522;-77.3192;427
160;"Winnipeg / James Armstrong Richardson International Airport";"Winnipeg";"Canada";"YWG";"CYWG";49.91;-97.2399;783
161;"Wabush Airport";"Wabush";"Canada";"YWK";"CYWK";52.9219;-66.8644;1808
162;"Williams Lake Airport";"Williams Lake";"Canada";"YWL";"CYWL";52.1831;-122.054;3085
163;"Wrigley Airport";"Wrigley";"Canada";"YWY";"CYWY";63.2094;-123.437;489
164;"Cranbrook/Canadian Rockies International Airport";"Cranbrook";"Canada";"YXC";"CYXC";49.6108;-115.782;3082
165;"Edmonton City Centre (Blatchford Field) Airport";"Edmonton";"Canada";"YXD";"CYXD";53.5725;-113.521;2202
166;"Saskatoon John G. Diefenbaker International Airport";"Saskatoon";"Canada";"YXE";"CYXE";52.1708;-106.7;1653
167;"Medicine Hat Airport";"Medicine Hat";"Canada";"YXH";"CYXH";50.0189;-110.721;2352
168;"Fort St John Airport";"Fort Saint John";"Canada";"YXJ";"CYXJ";56.2381;-120.74;2280
169;"Sioux Lookout Airport";"Sioux Lookout";"Canada";"YXL";"CYXL";50.1139;-91.9053;1258
170;"Pangnirtung Airport";"Pangnirtung";"Canada";"YXP";"CYXP";66.145;-65.7136;75
171;"Earlton (Timiskaming Regional) Airport";"Earlton";"Canada";"YXR";"CYXR";47.6974;-79.8473;800
172;"Prince George Airport";"Prince George";"Canada";"YXS";"CYXS";53.8894;-122.679;2267
173;"Northwest Regional Airport Terrace-Kitimat";"Terrace";"Canada";"YXT";"CYXT";54.4685;-128.576;713
174;"London Airport";"London";"Canada";"YXU";"CYXU";43.0356;-81.1539;912
175;"Abbotsford Airport";"Abbotsford";"Canada";"YXX";"CYXX";49.0253;-122.361;195
176;"Whitehorse / Erik Nielsen International Airport";"Whitehorse";"Canada";"YXY";"CYXY";60.7096;-135.067;2317
177;"North Bay Airport";"North Bay";"Canada";"YYB";"CYYB";46.3636;-79.4228;1215
178;"Calgary International Airport";"Calgary";"Canada";"YYC";"CYYC";51.1139;-114.02;3557
179;"Smithers Airport";"Smithers";"Canada";"YYD";"CYYD";54.8247;-127.183;1712
180;"Fort Nelson Airport";"Fort Nelson";"Canada";"YYE";"CYYE";58.8364;-122.597;1253
181;"Penticton Airport";"Penticton";"Canada";"YYF";"CYYF";49.4631;-119.602;1129
182;"Charlottetown Airport";"Charlottetown";"Canada";"YYG";"CYYG";46.29;-63.1211;160
183;"Taloyoak Airport";"Spence Bay";"Canada";"YYH";"CYYH";69.5467;-93.5767;92
184;"Victoria International Airport";"Victoria";"Canada";"YYJ";"CYYJ";48.6469;-123.426;63
185;"Lynn Lake Airport";"Lynn Lake";"Canada";"YYL";"CYYL";56.8639;-101.076;1170
186;"Swift Current Airport";"Swift Current";"Canada";"YYN";"CYYN";50.2919;-107.691;2680
187;"Churchill Airport";"Churchill";"Canada";"YYQ";"CYYQ";58.7392;-94.065;94
188;"Goose Bay Airport";"Goose Bay";"Canada";"YYR";"CYYR";53.3192;-60.4258;160
189;"St. John's International Airport";"St. John's";"Canada";"YYT";"CYYT";47.6186;-52.7519;461
190;"Kapuskasing Airport";"Kapuskasing";"Canada";"YYU";"CYYU";49.4139;-82.4675;743
191;"Armstrong Airport";"Armstrong";"Canada";"YYW";"CYYW";50.2903;-88.9097;1058
192;"Mont Joli Airport";"Mont Joli";"Canada";"YYY";"CYYY";48.6086;-68.2081;172
193;"Lester B. Pearson International Airport";"Toronto";"Canada";"YYZ";"CYYZ";43.6772;-79.6306;569
194;"Downsview Airport";"Toronto";"Canada";"YZD";"CYZD";43.7425;-79.4656;652
195;"Gore Bay Manitoulin Airport";"Gore Bay";"Canada";"YZE";"CYZE";45.8853;-82.5678;635
196;"Yellowknife Airport";"Yellowknife";"Canada";"YZF";"CYZF";62.4628;-114.44;675
197;"Slave Lake Airport";"Slave Lake";"Canada";"YZH";"CYZH";55.2931;-114.777;1912
198;"Sandspit Airport";"Sandspit";"Canada";"YZP";"CYZP";53.2543;-131.814;21
199;"Chris Hadfield Airport";"Sarnia";"Canada";"YZR";"CYZR";42.9994;-82.3089;594
200;"Port Hardy Airport";"Port Hardy";"Canada";"YZT";"CYZT";50.6806;-127.367;71
201;"Whitecourt Airport";"Whitecourt";"Canada";"YZU";"CYZU";54.1439;-115.787;2567
202;"Sept-Îles Airport";"Sept-iles";"Canada";"YZV";"CYZV";50.2233;-66.2656;180
203;"Teslin Airport";"Teslin";"Canada";"YZW";"CYZW";60.1728;-132.743;2313
204;"CFB Greenwood";"Greenwood";"Canada";"YZX";"CYZX";44.9844;-64.9169;92
205;"Faro Airport";"Faro";"Canada";"ZFA";"CZFA";62.2075;-133.376;2351
206;"Fort Mcpherson Airport";"Fort Mcpherson";"Canada";"ZFM";"CZFM";67.4075;-134.861;116
207;"Blida Airport";"Blida";"Algeria";"\N";"DAAB";36.5036;2.81417;535
208;"Bou Saada Airport";"Bou Saada";"Algeria";"\N";"DAAD";35.3325;4.20639;1506
209;"Soummam Airport";"Bejaja";"Algeria";"BJA";"DAAE";36.712;5.06992;20
210;"Houari Boumediene Airport";"Algier";"Algeria";"ALG";"DAAG";36.691;3.21541;82
211;"Djanet Inedbirene Airport";"Djanet";"Algeria";"DJG";"DAAJ";24.2928;9.45244;3176
212;"Boufarik Airport";"Boufarik";"Algeria";"QFD";"DAAK";36.5458;2.87611;335
213;"Reggane Airport";"Reggan";"Algeria";"\N";"DAAN";26.7101;0.285647;955
214;"Illizi Takhamalt Airport";"Illizi";"Algeria";"VVZ";"DAAP";26.7235;8.62265;1778
215;"Ain Oussera Airport";"Ain Oussera";"Algeria";"\N";"DAAQ";35.5254;2.87871;2132
216;"Aguenar – Hadj Bey Akhamok Airport";"Tamanrasset";"Algeria";"TMR";"DAAT";22.8115;5.45108;4518
217;"Jijel Ferhat Abbas Airport";"Jijel";"Algeria";"GJL";"DAAV";36.7951;5.87361;36
218;"Mecheria Airport";"Mecheria";"Algeria";"\N";"DAAY";33.5359;-0.242353;3855
219;"Relizane Airport";"Relizane";"Algeria";"\N";"DAAZ";35.7522;0.626272;282
220;"Annaba Airport";"Annaba";"Algeria";"AAE";"DABB";36.8222;7.80917;16
221;"Mohamed Boudiaf International Airport";"Constantine";"Algeria";"CZL";"DABC";36.276;6.62039;2265
222;"Cheikh Larbi Tébessi Airport";"Tebessa";"Algeria";"TEE";"DABS";35.4316;8.12072;2661
224;"Hassi R'Mel Airport";"Tilrempt";"Algeria";"HRM";"DAFH";32.9304;3.31154;2540
225;"Bou Chekif Airport";"Tiaret";"Algeria";"TID";"DAOB";35.3411;1.46315;3245
226;"Bou Sfer Airport";"Bou Sfer";"Algeria";"\N";"DAOE";35.7354;-0.805389;187
227;"Tindouf Airport";"Tindouf";"Algeria";"TIN";"DAOF";27.7004;-8.1671;1453
228;"Ech Cheliff Airport";"Ech-cheliff";"Algeria";"QAS";"DAOI";36.2127;1.33177;463
229;"Tafaraoui Airport";"Oran";"Algeria";"TAF";"DAOL";35.5424;-0.532278;367
230;"Zenata – Messali El Hadj Airport";"Tlemcen";"Algeria";"TLM";"DAON";35.0167;-1.45;814
231;"Es Senia Airport";"Oran";"Algeria";"ORN";"DAOO";35.6239;-0.621183;295
232;"Sidi Bel Abbes Airport";"Sidi Bel Abbes";"Algeria";"\N";"DAOS";35.1718;-0.593275;1614
233;"Ghriss Airport";"Ghriss";"Algeria";"MUW";"DAOV";35.2077;0.147142;1686
234;"Touat Cheikh Sidi Mohamed Belkebir Airport";"Adrar";"Algeria";"AZR";"DAUA";27.8376;-0.186414;919
235;"Biskra Airport";"Biskra";"Algeria";"BSK";"DAUB";34.7933;5.73823;289
236;"El Golea Airport";"El Golea";"Algeria";"ELG";"DAUE";30.5713;2.85959;1306
237;"Noumérat - Moufdi Zakaria Airport";"Ghardaia";"Algeria";"GHA";"DAUG";32.3841;3.79411;1512
238;"Oued Irara Airport";"Hassi Messaoud";"Algeria";"HME";"DAUH";31.673;6.14044;463
239;"In Salah Airport";"In Salah";"Algeria";"INZ";"DAUI";27.251;2.51202;896
240;"Touggourt Sidi Madhi Airport";"Touggourt";"Algeria";"TGR";"DAUK";33.0678;6.08867;279
241;"Laghouat Airport";"Laghouat";"Algeria";"LOO";"DAUL";33.7644;2.92834;2510
242;"Timimoun Airport";"Timimoun";"Algeria";"TMX";"DAUT";29.2371;0.276033;1027
243;"Ain el Beida Airport";"Ouargla";"Algeria";"OGX";"DAUU";31.9172;5.41278;492
244;"In Aménas Airport";"Zarzaitine";"Algeria";"IAM";"DAUZ";28.0515;9.64291;1847
245;"Cadjehoun Airport";"Cotonou";"Benin";"COO";"DBBB";6.35723;2.38435;19
246;"Ouagadougou Airport";"Ouagadougou";"Burkina Faso";"OUA";"DFFD";12.3532;-1.51242;1037
247;"Bobo Dioulasso Airport";"Bobo-dioulasso";"Burkina Faso";"BOY";"DFOO";11.1601;-4.33097;1511
248;"Kotoka International Airport";"Accra";"Ghana";"ACC";"DGAA";5.60519;-0.166786;205
249;"Tamale Airport";"Tamale";"Ghana";"TML";"DGLE";9.55719;-0.863214;553
250;"Wa Airport";"Wa";"Ghana";"\N";"DGLW";10.0827;-2.50769;1060
251;"Sunyani Airport";"Sunyani";"Ghana";"NYI";"DGSN";7.36183;-2.32876;1014
252;"Takoradi Airport";"Takoradi";"Ghana";"TKD";"DGTK";4.89606;-1.77476;21
253;"Port Bouet Airport";"Abidjan";"Cote d'Ivoire";"ABJ";"DIAP";5.26139;-3.92629;21
254;"Bouaké Airport";"Bouake";"Cote d'Ivoire";"BYK";"DIBK";7.7388;-5.07367;1230
255;"Daloa Airport";"Daloa";"Cote d'Ivoire";"DJO";"DIDL";6.79281;-6.47319;823
256;"Korhogo Airport";"Korhogo";"Cote d'Ivoire";"HGO";"DIKO";9.38718;-5.55666;1214
257;"Man Airport";"Man";"Cote d'Ivoire";"MJC";"DIMN";7.27207;-7.58736;1089
258;"San Pedro Airport";"San Pedro";"Cote d'Ivoire";"SPY";"DISP";4.74672;-6.66082;26
259;"Yamoussoukro Airport";"Yamoussoukro";"Cote d'Ivoire";"ASK";"DIYO";6.90317;-5.36558;699
260;"Nnamdi Azikiwe International Airport";"Abuja";"Nigeria";"ABV";"DNAA";9.00679;7.26317;1123
261;"Akure Airport";"Akure";"Nigeria";"AKR";"DNAK";7.24674;5.30101;1100
262;"Benin Airport";"Benin";"Nigeria";"BNI";"DNBE";6.31698;5.5995;258
263;"Margaret Ekpo International Airport";"Calabar";"Nigeria";"CBQ";"DNCA";4.97602;8.3472;210
264;"Akanu Ibiam International Airport";"Enugu";"Nigeria";"ENU";"DNEN";6.47427;7.56196;466
265;"Gusau Airport";"Gusau";"Nigeria";"QUS";"DNGU";12.1717;6.69611;1520
266;"Ibadan Airport";"Ibadan";"Nigeria";"IBA";"DNIB";7.36246;3.97833;725
267;"Ilorin International Airport";"Ilorin";"Nigeria";"ILR";"DNIL";8.44021;4.49392;1126
268;"Yakubu Gowon Airport";"Jos";"Nigeria";"JOS";"DNJO";9.63983;8.86905;4232
269;"Kaduna Airport";"Kaduna";"Nigeria";"KAD";"DNKA";10.696;7.32011;2073
270;"Mallam Aminu International Airport";"Kano";"Nigeria";"KAN";"DNKN";12.0476;8.52462;1562
271;"Maiduguri International Airport";"Maiduguri";"Nigeria";"MIU";"DNMA";11.8553;13.0809;1099
272;"Makurdi Airport";"Makurdi";"Nigeria";"MDI";"DNMK";7.70388;8.61394;371
273;"Murtala Muhammed International Airport";"Lagos";"Nigeria";"LOS";"DNMM";6.57737;3.32116;135
274;"Minna Airport";"Minna";"Nigeria";"MXJ";"DNMN";9.65217;6.46226;834
